"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2013-12-31",,"32","20",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-01",,"32","21",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-02",,"31","16",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-03",,"16","2",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-04",,"25","-1",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-05",,"48","11",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-06",,"54","23",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-07",,"23","4",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-08",,"22","8",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-09",,"32","19",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-10",,"38","20",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-11",,"54","38",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-12",,"50","34",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-13",,"49","27",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-14",,"47","41",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-15",,"42","32",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-16",,"40","32",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-17",,"44","25",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-18",,"44","28",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-19",,"37","24",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-20",,"46","32",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-21",,"32","13",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-22",,"16","5",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-23",,"19","6",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-24",,"19","9",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-25",,"32","19",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-26",,"36","15",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-27",,"44","20",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-28",,"20","12",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-29",,"23","14",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-30",,"26","8",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-01-31",,"42","20",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-01",,"42","29",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-02",,"53","33",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-03",,"41","28",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-04",,"34","18",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-05",,"33","29",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-06",,"30","22",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-07",,"32","21",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-08",,"27","17",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-09",,"29","19",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-10",,"28","18",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-11",,"24","14",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-12",,"27","10",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-13",,"33","27",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-14",,"40","27",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-15",,"37","24",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-16",,"28","20",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-17",,"31","16",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-18",,"40","18",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-19",,"43","21",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-20",,"45","27",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-21",,"48","36",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-22",,"49","31",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-23",,"55","30",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-24",,"46","26",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-25",,"32","21",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-26",,"31","18",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-27",,"31","11",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-02-28",,"23","9",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-01",,"36","13",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-02",,"42","29",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-03",,"32","16",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-04",,"27","12",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-05",,"38","22",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-06",,"29","16",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-07",,"34","24",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-08",,"57","31",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-09",,"44","34",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-10",,"49","35",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-11",,"65","38",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-12",,"56","32",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-13",,"32","18",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-14",,"40","19",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-15",,"59","39",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-16",,"41","28",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-17",,"32","23",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-18",,"42","22",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-19",,"44","28",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-20",,"53","40",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-21",,"51","31",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-22",,"63","30",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-23",,"42","26",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-24",,"34","20",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-25",,"37","18",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-26",,"37","23",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-27",,"38","22",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-28",,"50","36",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-29",,"54","36",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-30",,"57","39",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-03-31",,"51","32",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-01",,"57","34",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-02",,"49","37",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-03",,"62","37",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-04",,"43","39",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-05",,"54","39",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-06",,"56","34",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-07",,"49","35",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-08",,"66","47",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-09",,"62","39",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-10",,"53","33",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-11",,"69","48",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-12",,"68","49",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-13",,"65","42",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-14",,"67","52",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-15",,"58","34",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-16",,"46","31",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-17",,"45","33",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-18",,"46","32",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-19",,"64","38",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-20",,"52","38",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-21",,"58","34",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-22",,"62","44",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-23",,"60","44",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-24",,"62","41",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-25",,"57","39",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-26",,"63","43",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-27",,"59","42",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-28",,"63","42",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-29",,"48","41",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-04-30",,"55","40",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-01",,"67","53",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-02",,"65","52",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-03",,"65","46",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-04",,"63","52",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-05",,"67","48",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-06",,"68","48",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-07",,"64","47",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-08",,"56","51",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-09",,"64","53",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-10",,"79","52",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-11",,"78","56",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-12",,"77","53",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-13",,"68","49",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-14",,"63","48",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-15",,"70","60",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-16",,"68","59",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-17",,"68","52",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-18",,"67","49",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-19",,"71","48",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-20",,"76","52",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-21",,"72","60",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-22",,"61","56",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-23",,"64","56",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-24",,"66","54",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-25",,"77","55",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-26",,"85","58",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-27",,"85","62",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-28",,"62","51",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-29",,"61","48",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-30",,"70","53",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-05-31",,"71","53",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-01",,"74","50",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-02",,"73","52",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-03",,"79","60",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-04",,"77","60",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-05",,"74","60",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-06",,"75","58",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-07",,"81","59",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-08",,"83","61",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-09",,"67","61",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-10",,"73","65",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-11",,"70","59",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-12",,"75","58",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-13",,"79","65",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-14",,"76","58",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-15",,"79","57",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-16",,"76","60",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-17",,"80","66",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-18",,"87","73",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-19",,"75","66",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-20",,"79","60",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-21",,"73","58",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-22",,"76","58",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-23",,"80","58",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-24",,"77","65",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-25",,"81","68",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-26",,"86","67",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-27",,"79","64",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-28",,"84","60",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-29",,"77","60",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-06-30",,"79","66",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-01",,"84","70",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-02",,"84","71",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-03",,"84","69",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-04",,"75","64",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-05",,"81","61",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-06",,"82","63",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-07",,"84","68",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-08",,"88","71",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-09",,"85","69",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-10",,"82","69",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-11",,"84","67",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-12",,"81","64",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-13",,"79","69",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-14",,"81","70",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-15",,"80","69",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-16",,"79","67",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-17",,"80","64",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-18",,"80","62",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-19",,"76","64",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-20",,"77","65",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-21",,"81","62",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-22",,"84","67",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-23",,"82","70",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-24",,"79","69",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-25",,"82","64",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-26",,"79","67",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-27",,"81","70",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-28",,"84","67",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-29",,"77","62",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-30",,"78","61",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-07-31",,"80","62",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-01",,"82","71",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-02",,"71","63",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-03",,"75","63",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-04",,"80","68",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-05",,"85","68",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-06",,"83","67",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-07",,"82","64",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-08",,"81","63",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-09",,"86","63",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-10",,"86","65",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-11",,"84","66",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-12",,"80","69",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-13",,"81","65",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-14",,"77","63",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-15",,"73","67",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-16",,"76","60",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-17",,"82","65",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-18",,"79","60",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-19",,"77","61",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-20",,"79","63",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-21",,"77","65",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-22",,"76","64",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-23",,"73","62",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-24",,"77","59",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-25",,"85","60",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-26",,"81","65",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-27",,"84","64",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-28",,"80","66",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-29",,"76","60",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-30",,"75","59",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-08-31",,"83","71",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-01",,"84","73",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-02",,"87","72",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-03",,"84","69",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-04",,"83","64",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-05",,"82","71",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-06",,"85","74",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-09",,"73","63",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-10",,"77","63",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-11",,"81","66",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-12",,"76","61",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-13",,"69","61",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-14",,"70","53",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-15",,"72","54",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-16",,"68","56",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-17",,"72","53",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-18",,"76","53",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-19",,"66","52",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-20",,"74","51",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-21",,"77","67",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-22",,"73","54",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-23",,"70","49",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-24",,"71","56",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-25",,"63","59",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-26",,"76","59",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-27",,"83","59",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-28",,"78","60",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-29",,"77","63",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-09-30",,"68","62",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-10-01",,"64","60",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-10-02",,"66","58",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-10-03",,"69","53",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-10-04",,"70","54",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-10-05",,"61","46",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-10-06",,"68","42",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-10-07",,"72","64",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-10-08",,"74","61",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-10-09",,"68","51",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-10-10",,"65","46",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-10-11",,"58","48",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-10-12",,"63","45",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-10-13",,"66","45",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-10-14",,"75","64",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-10-15",,"76","69",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-10-16",,"70","61",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-10-17",,"71","58",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-10-18",,"72","57",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-10-19",,"57","42",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-10-20",,"60","37",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-10-21",,"68","51",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-10-22",,"58","51",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-10-23",,"53","50",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-10-24",,"59","47",
"USW00054787","FARMINGDALE REPUBLIC AIRPORT, NY US","2014-10-25",,"66","46",
