"Year","Week","State","District","Location","Total_Cases","Outbreak_Duration"
"2014",6,"N. Sembilan","Seremban","Taman Desa Cempaka 2     (Zon B)",20,48
"2014",6,"N. Sembilan","Seremban","Taman Seremban Jaya Fasa  5",17,48
"2014",6,"Selangor","Petaling","Taman  Serdang  Perdanaa      ( South City Condo )",10,48
"2014",6,"Selangor","Hulu Langat","Jalan 4/5 Seksyen 4 Bandar Baru Bangi",13,48
"2014",6,"Selangor","Hulu Langat","Seksyen 3 Bandar Teknologi",13,48
"2014",6,"Selangor","Petaling","Pju 8 Damansara Perdana",5,47
"2014",6,"Selangor","Petaling","Pju 3 (Riana Green Condo)",16,46
"2014",6,"Selangor","Hulu Langat","Jalan Cj 4 Taman Cheras Jaya",13,46
"2014",6,"Selangor","Petaling","Seksyen 3 Shah Alam",8,45
"2014",6,"Selangor","Hulu Langat","Blok Awam Taman Desa Baiduri",10,45
"2014",6,"Selangor","Hulu Langat","Apartment  16C Seksyen 16 Bandar Baru Bangi",9,45
"2014",6,"Selangor","Petaling","Seksyen  24 Flat B",6,42
"2014",6,"N. Sembilan","Seremban","Taman  Seremban Jaya     Fasa  3",11,41
"2014",6,"Selangor","Petaling","Taman Puchong Perdana  (Jalan Teratai)",7,41
"2014",6,"Selangor","Hulu Langat","Blok Aa-Aj Pandan Indah",12,41
"2014",6,"Selangor","Hulu Langat","Jalan Mulia 2/2-5/2 Taman Mulia Jaya",7,41
"2014",6,"Selangor","Gombak","Bandar Tasik Puteri Fasa 7 (Zon 1)",7,40
"2014",6,"Selangor","Hulu Selangor","Jalan Tanjung  Bs",7,40
"2014",6,"N. Sembilan","Seremban","Park  Avenue",6,39
"2014",6,"Selangor","Petaling","Pju 9 Sd 8",15,39
"2014",6,"Selangor","Hulu Langat","Jalan Halaman 2-8 5A Taman Halaman",6,39
"2014",6,"Selangor","Hulu Langat","Jalan St 12-20 Taman           Sri Tanjung",13,39
"2014",6,"Selangor","Petaling","Ss 14/3",5,38
"2014",6,"Selangor","Hulu Langat","Kampung Sungai Tangkas",8,38
"2014",6,"Selangor","Hulu Langat","Jalan Desa 7-9 Taman Sri Ampang",6,37
"2014",6,"Selangor","Hulu Langat","Kolej Kemahiran Mara Beranang",11,37
"2014",6,"Selangor","Hulu Langat","Jalan Jasmin 16-22 Taman Jasmin",7,37
"2014",6,"Selangor","Hulu Langat","Blok L20-L33A Pandan Jaya",9,36
"2014",6,"WPKL","Lembah Pantai","Ppr Pantai Ria",10,34
"2014",6,"Selangor","Petaling","Pjs 4 Taman Indah Jaya",6,34
"2014",6,"Selangor","Gombak","Apartment Palma  Bch",6,34
"2014",6,"Selangor","Hulu Langat","Apartment Pahlawan Taman Tun Perak",6,34
"2014",6,"Selangor","Petaling","Seksyen  U10 Pulau Angsa (Fasa 1) - Jalan U10/16 - U10/29)",6,33
"2014",6,"Selangor","Gombak","Jalan Stesen Batu Arang",7,33
"2014",6,"Selangor","Hulu Langat","Jalan Wawasan 3/1-7 Bandar Baru Ampang",5,33
"2014",6,"Selangor","Hulu Langat","Jalan 7/2 Seksyen 7 Bandar Baru Bangi",8,33
"2014",6,"Selangor","Hulu Langat","Lorong Aman Taman Kajang Utama",8,33
"2014",6,"N. Sembilan","Seremban","Taman Rasah Jaya Fasa 5",7,32
"2014",6,"Selangor","Petaling","Pju 9 Sd 13 Apartment Sd 1",4,32
"2014",6,"Selangor","Petaling","Ss 12/1",8,32
"2014",6,"Selangor","Petaling","Bandar Kinrara Bk 6F               ( Apartment Engang)",5,32
"2014",6,"Selangor","Gombak","Kampung Sg Cincin",8,32
"2014",6,"Selangor","Hulu Langat","Jalan 10-13 Kampung Baru Ampang",4,32
"2014",6,"Selangor","Klang","T.S(Jalan Dato Dagang  35-37)",6,31
"2014",7,"Selangor","Petaling","Pjs 8 Mentari Court  1 (Blok A, B, C,D)",168,244
"2014",7,"Selangor","Petaling","Seksyen 7 Shah Alam Flat A (Blok 1-Blok 12 & Blok 38 - Blok 43)",208,223
"2014",7,"Selangor","Petaling","Seksyen 7 Shah Alam Flat B (Blok 13 - Blok 37)",126,202
"2014",7,"Selangor","Hulu Langat","Jalan 7/3 Seksyen 7 Bandar Baru Bangi",48,147
"2014",7,"Selangor","Hulu Langat","Jalan Nirwana 1-17 Taman Nirwana",35,142
"2014",7,"Selangor","Petaling","Seksyen 7E B Pusat Komersial (Jalan Aa7/Aa & Ac7/Ac & Jalan U7/U - Z7/Z)",57,142
"2014",7,"Selangor","Petaling","Seksyen 27 Apartment Ixora",80,138
"2014",7,"Selangor","Petaling","Seksyen U5 Pangsapuri Subang Suria",37,137
"2014",7,"Selangor","Hulu Langat","Jalan Tps 3 Taman Pelangi Semenyih",117,135
"2014",7,"Selangor","Petaling","Seksyen 7 Shah Alam Teres B Zon C (Jalan 7/31 - 7/35)",144,135
"2014",7,"Selangor","Petaling","Taman  Equini
(Jalan Putra Permai 2)",38,132
"2014",7,"Selangor","Petaling","Pjs 6 Flat Desa Mentari 2
(Blok 4, 5 , 6)",49,131
"2014",7,"Selangor","Hulu Langat","Apartment Sri Tanjung Seksyen 7 Bandar Baru Bangi",17,124
"2014",7,"Selangor","Petaling","Pju 5 Seksyen 6",98,123
"2014",7,"Selangor","Petaling","Pjs 5 Flat Desa Ria",55,117
"2014",7,"Selangor","Petaling","Bandar Bukit Puchong Vista Prima",39,117
"2014",7,"Selangor","Petaling","Pjs 10 Taman Sri Subang",37,109
"2014",7,"Selangor","Petaling","Pjs 10 Taman Dato Hormat",30,108
"2014",7,"Selangor","Petaling","Pusat Bandar Puchong (Jalan Wawasan 2)",20,100
"2014",7,"Selangor","Hulu Langat","Jalan 3/29-33 Seksyen 3 Bandar Baru Bangi",31,87
"2014",7,"Selangor","Petaling","Taman Puchong Utama 8",13,86
"2014",7,"N. Sembilan","Seremban","Taman Pinggiran Senawang",25,85
"2014",7,"Selangor","Hulu Langat","Jalan 3/13-22 Seksyen 3 Bandar Baru Bangi",90,85
"2014",7,"Selangor","Hulu Langat","Kampung Baru Semenyih",18,85
"2014",7,"Selangor","Petaling","Pju 8 Apartment Flora Damansara 2 (Blok C, D, E, F)",15,84
"2014",7,"Selangor","Petaling","Taman Dato Harun",30,83
"2014",7,"Selangor","Hulu Langat","Jalan Puncak 3 Taman Puncak Saujana",22,83
"2014",7,"Selangor","Petaling","Taman Serdang Jaya 2",23,82
"2014",7,"Selangor","Petaling","Seksyen 7 Pangsapuri Baiduri",18,82
"2014",7,"Selangor","Petaling","Seksyen U1 Kuarters Pendidikan Politeknik",24,81
"2014",7,"Selangor","Hulu Langat","Jalan 7/5 Seksyen 7 Bandar Baru Bangi",28,80
"2014",7,"Selangor","Petaling","Seksyen  U10 Aalam Budiman ( Jalan Pulau Lumut)",31,79
"2014",7,"Selangor","Hulu Langat","Jalan 4/11 Seksyen 4 Bandar Baru Bangi",30,77
"2014",7,"Selangor","Hulu Langat","Seksyen 1 Bandar Rinching",34,77
"2014",7,"Selangor","Hulu Langat","Jalan Tkp 1-14 Taman Kantan Permai",24,76
"2014",7,"Selangor","Petaling","Ss 14/1",15,75
"2014",7,"Selangor","Petaling","Ss 15/5",18,75
"2014",7,"Selangor","Petaling","Taman Kinrara 3 ( Vista Lavender )",44,75
"2014",7,"Selangor","Petaling","Ss 2 (Selatan)",17,72
"2014",7,"Selangor","Petaling","Ss 3",19,69
"2014",7,"Selangor","Gombak","Selayang Baru 8",21,69
"2014",7,"Selangor","Petaling","Seksyen 11 (Teres A)",17,69
"2014",7,"N. Sembilan","Seremban","Taman Desa Kolej",10,67
"2014",7,"Selangor","Hulu Langat","Apartment Taman Cahaya",10,65
"2014",7,"Selangor","Hulu Langat","Apartment Sri Anggerik Seksyen 7 Bandar Baru Bangi",22,62
"2014",7,"Selangor","Petaling","Pju 5 Seksyen 5",15,60
"2014",7,"Selangor","Petaling","Bandar Kinrara 1",7,60
"2014",7,"Selangor","Petaling","Batu 14 Kampung Bunga Melur",14,60
"2014",7,"Selangor","Hulu Langat","Apartment Taman Impian Indah",15,60
"2014",7,"Selangor","Petaling","Ss 7 Kelana Puteri Kondo",14,59
"2014",7,"Selangor","Petaling","Taman Puchong Utama 7,(Court 1)",15,59
"2014",7,"Selangor","Petaling","Seksyen 27 Teres C ( Jalan 27/14 - 27/14J )",21,57
"2014",7,"Selangor","Gombak","Bandar Tasik Puteri Gv 1 (Zon 1)",37,57
"2014",7,"Selangor","Petaling","Taman Bukit Kuchai 1 ( Jalan 9-26 )",35,56
"2014",7,"N. Sembilan","Seremban","Taman Seremban Jaya Fasa 5",18,55
"2014",7,"Selangor","Petaling","Taman  Serdang Perdanaa ( South City Condo )",12,55
"2014",7,"N. Sembilan","Seremban","Taman Desa Cempaka 2 (Zon B)",22,55
"2014",7,"Selangor","Hulu Langat","Jalan 4/5 Seksyen 4 Bandar Baru Bangi",16,55
"2014",7,"Selangor","Hulu Langat","Seksyen 3 Bandar Teknologi",13,55
"2014",7,"Selangor","Petaling","Pju 8 Damansara Perdana",6,54
"2014",7,"Selangor","Petaling","Taman Puchong Prima 1",17,54
"2014",7,"Selangor","Petaling","Usj 2/5",5,53
"2014",7,"Selangor","Hulu Langat","Jalan Cj 4 Taman Cheras Jaya",13,53
"2014",7,"Selangor","Hulu Langat","Blok Awam Taman Desa Baiduri",11,52
"2014",7,"Selangor","Hulu Langat","Apartment 16C Seksyen 16 Bandar Baru Bangi",11,52
"2014",7,"Selangor","Petaling","Seksyen  24 Flat B",8,49
"2014",7,"Selangor","Petaling","Pju 1A Ara Damansara",15,48
"2014",7,"Selangor","Petaling","Seksyen 4 Petaling Jaya",9,48
"2014",7,"Selangor","Petaling","Taman Lestari Perdana (Pangsapuri Seri Indah)",11,48
"2014",7,"Selangor","Petaling","Taman Puchong Perdana (Jalan Teratai)",8,48
"2014",7,"Selangor","Hulu Langat","Blok Aa-Aj Pandan Indah",14,48
"2014",7,"Selangor","Hulu Langat","Jalan Mulia 2/2-5/2 Taman Mulia Jaya",7,48
"2014",7,"Selangor","Gombak","Bandar Tasik Puteri Fasa 7 (Zon 1)",8,47
"2014",7,"N. Sembilan","Seremban","Park Avenue",11,46
"2014",7,"Selangor","Petaling","Pju 9 Sd 8",20,46
"2014",7,"Selangor","Hulu Langat","Jalan St 12-20 Taman Sri Tanjung",13,46
"2014",7,"Selangor","Hulu Langat","Kampung Sungai Tangkas",10,45
"2014",7,"Selangor","Petaling","Pjs 2C Flat Taman Medan Cahaya",11,44
"2014",7,"Selangor","Hulu Langat","Kolej Kemahiran Mara Beranang",13,44
"2014",7,"Selangor","Hulu Langat","Jalan Jasmin 16-22 Taman Jasmin",9,44
"2014",7,"Selangor","Hulu Langat","Blok L20-L33A Pandan Jaya",11,43
"2014",7,"WPKL","Lembah Pantai","Ppr Pantai Ria",10,41
"2014",7,"Selangor","Gombak","Apartment Palma Bch",6,41
"2014",7,"Selangor","Petaling","Pjs 8 Mentari Court",6,40
"2014",7,"Selangor","Hulu Langat","Jalan 7/2 Seksyen 7 Bandar Baru Bangi",9,40
"2014",7,"Selangor","Hulu Langat","Lorong Aman Taman Kajang Utama",13,40
"2014",7,"N. Sembilan","Seremban","Taman Rasah Jaya Fasa 5",7,39
"2014",7,"Selangor","Petaling","Seksyen U5 (Apartment Mutiara Subang)",11,39
"2014",7,"Selangor","Petaling","Ss 12/1",11,39
"2014",7,"Selangor","Petaling","Bandar Kinrara Bk 6F ( Apartment Engang)",7,39
"2014",7,"Selangor","Gombak","Kampung Sg Cincin",8,39
"2014",7,"Selangor","Hulu Langat","Jalan 10-13 Kampung Baru Ampang",5,39
"2014",7,"Selangor","Petaling","Taman Kinrara 3",6,38
"2014",7,"N. Sembilan","Seremban","Garden Homes",12,36
"2014",7,"N. Sembilan","Seremban","Apartment Kolej Lagenda",29,36
"2014",7,"N. Sembilan","Seremban","Taman Desa Anggerik",7,36
"2014",7,"Selangor","Petaling","Ss 26 Taman Mayang Jaya",7,35
"2014",7,"Selangor","Petaling","Sri Kembangan 4",4,35
"2014",7,"Selangor","Hulu Langat","Seksyen 1 Bandar Tasik Kesuma",7,35
"2014",7,"Selangor","Hulu Langat","Jalan 4/12 Seksyen 4 Bandar Baru Bangi",11,35
"2014",7,"Selangor","Petaling","Taman Puchong Perdana ( Jalan Anggerik )",12,34
"2014",7,"Selangor","Petaling","Seksyen 7 Shah Alam Teres B Zon B (Jln 7/24 - 7/27)",7,34
"2014",7,"Selangor","Petaling","Seksyen  U16 Bukit Subang Teres B",8,33
"2014",7,"Selangor","Hulu Langat","Jalan Puncak Saujana 2 Taman Puncak Saujana",14,33
"2014",7,"N. Sembilan","Seremban","Garden City Homes",9,32
"2014",7,"N. Sembilan","Seremban","Taman Sri Pulai 3",17,32
"2014",7,"N. Sembilan","Seremban","Taman Cengal Utama",8,32
"2014",7,"Selangor","Klang","Kg Jawa (Jln Sg Jati Lot 3437)",9,32
"2014",7,"Selangor","Petaling","Seksyen  U12 Apartment Dahlia",9,32
"2014",7,"N. Sembilan","Seremban","Taman Rasah Jaya Fasa 3",6,31
"2014",7,"Selangor","Petaling","Usj 1 Teres (Jalan 1/20-1/28)",4,31
"2014",7,"Selangor","Hulu Langat","Jalan 1/4 Taman Prima Saujana",8,31
"2014",7,"Selangor","Hulu Langat","Jalan Tps 2 Taman Pelangi Semenyih",7,31
"2014",7,"Selangor","Petaling","Seksyen 19 Teres A",6,31
"2014",7,"N. Sembilan","Seremban","Taman Desa Cempaka 3 (Zon C)",11,31
"2014",7,"Selangor","Gombak","Apartment Desa Temenggong",4,31
"2014",8,"Selangor","Petaling","Pjs 8 Mentari Court  1 (Blok A, B, C,D)",173,251
"2014",8,"Selangor","Petaling","Seksyen 7 Shah Alam Flat A (Blok 1-Blok 12 & Blok
38 - Blok 43)",213,230
"2014",8,"Selangor","Petaling","Seksyen 7 Shah Alam Flat B (Blok 13 - Blok 37)",130,209
"2014",8,"Selangor","Petaling","Seksyen 7E B Pusat Komersial (Jalan Aa7/Aa & Ac7/Ac & Jalan U7/U - Z7/Z)",58,149
"2014",8,"Selangor","Petaling","Pjs 10 Kondo Ridzuan",68,146
"2014",8,"Selangor","Petaling","Seksyen U5 Pangsapuri Subang Suria",40,144
"2014",8,"Selangor","Hulu Langat","Jalan Tps 3 Taman  Pelangi Semenyih",120,142
"2014",8,"Selangor","Petaling","Seksyen 7 Shah Alam Teres B Zon C (Jalan 7/31 - 7/35)",158,142
"2014",8,"Selangor","Petaling","Pjs 6 Flat Desa Mentari 2
(Blok 4, 5 , 6)",57,138
"2014",8,"Selangor","Hulu Langat","Apartment Sri Tanjung Seksyen 7 Bandar Baru Bangi",18,131
"2014",8,"Selangor","Hulu Langat","Taman Taming Impian",45,127
"2014",8,"Selangor","Petaling","Pjs 10 Taman Dato Hormat",33,115
"2014",8,"Selangor","Petaling","Pusat Bandar Puchong (Jalan Wawasan 2)",22,107
"2014",8,"Selangor","Hulu Langat","Jalan 3/29-33 Seksyen 3 Bandar Baru Bangi",31,94
"2014",8,"N. Sembilan","Seremban","Taman Pinggiran Senawang",25,92
"2014",8,"Selangor","Hulu Langat","Jalan 3/13-22 Seksyen 3 Bandar Baru Bangi",94,92
"2014",8,"Selangor","Petaling","Pju 8 Apartment Flora Damansara 2 (Blok C, D, E, F)",18,91
"2014",8,"Selangor","Petaling","Taman Dato Harun",31,90
"2014",8,"Selangor","Hulu Langat","Jalan 7/5 Seksyen 7 Bandar Baru Bangi",29,87
"2014",8,"Selangor","Petaling","Seksyen  U10 Aalam Budiman ( Jalan Pulau Lumut)",38,86
"2014",8,"Selangor","Hulu Langat","Jalan 4/11 Seksyen 4 Bandar Baru Bangi",31,84
"2014",8,"Selangor","Hulu Langat","Seksyen 1 Bandar Rinching",35,84
"2014",8,"Selangor","Hulu Langat","Jalan Tkp 1-14 Taman Kantan Permai",25,83
"2014",8,"Selangor","Petaling","Ss 15/5",19,82
"2014",8,"Selangor","Petaling","Taman Kinrara 3 ( Vista Lavender )",52,82
"2014",8,"Selangor","Petaling","Seksyen 7 Shah Alam Teres D Zon  D (Jalan 7/72 - 7/89)",57,81
"2014",8,"Selangor","Hulu Langat","Seksyen 2 Bandar Rinching",33,78
"2014",8,"Selangor","Petaling","Ss 3",24,76
"2014",8,"Selangor","Gombak","Selayang Baru 8",23,76
"2014",8,"Selangor","Petaling","Seksyen 11 (Teres A)",20,76
"2014",8,"Selangor","Petaling","Ss 22",21,74
"2014",8,"Selangor","Hulu Langat","Taman Semenyeh Indah",14,74
"2014",8,"Selangor","Petaling","Taman  Puchong Indah 3",12,69
"2014",8,"Selangor","Hulu Langat","Apartment Sri Anggerik Seksyen 7 Bandar Baru Bangi",27,69
"2014",8,"Selangor","Petaling","Bandar Kinrara 1",8,67
"2014",8,"Selangor","Hulu Langat","Apartment Taman Impian Indah",16,67
"2014",8,"Selangor","Hulu Langat","Taman Kajang Baru",25,67
"2014",8,"Selangor","Petaling","Ss 7 Kelana Puteri Kondo",16,66
"2014",8,"Selangor","Petaling","Taman Puchong Utama 7,(Court 1)",19,66
"2014",8,"Selangor","Petaling","Seksyen 27 Teres C
( Jalan 27/14 - 27/14J )",23,64
"2014",8,"Selangor","Gombak","Bandar Tasik Puteri Gv 1 (Zon 1)",43,64
"2014",8,"Selangor","Petaling","Taman Bukit Kuchai 1 ( Jalan 9-26 )",38,63
"2014",8,"Selangor","Petaling","Taman  Serdang Perdanaa ( South City Condo )",18,62
"2014",8,"N. Sembilan","Seremban","Taman Desa Cempaka 2 (Zon B)",23,62
"2014",8,"N. Sembilan","Seremban","Taman Seremban Jaya Fasa 5",19,62
"2014",8,"Selangor","Hulu Langat","Jalan 4/5 Seksyen 4 Bandar Baru Bangi",18,62
"2014",8,"Selangor","Petaling","Pju 3 (Riana Green Condo)",20,60
"2014",8,"Selangor","Hulu Langat","Blok Awam Taman Desa Baiduri",11,59
"2014",8,"Selangor","Hulu Langat","Apartment 16C Seksyen 16 Bandar Baru Bangi",16,59
"2014",8,"Selangor","Petaling","Seksyen 24 Flat B",10,56
"2014",8,"Selangor","Petaling","Pju 1A Ara Damansara",17,55
"2014",8,"Selangor","Petaling","Seksyen 4 Petaling Jaya",10,55
"2014",8,"Selangor","Petaling","Taman Lestari Perdana (Pangsapuri Seri Indah)",14,55
"2014",8,"Selangor","Petaling","Taman Puchong Perdana (Jalan Teratai)",11,55
"2014",8,"Selangor","Hulu Langat","Blok Aa-Aj Pandan Indah",14,55
"2014",8,"Selangor","Hulu Langat","Jalan Mulia 2/2-5/2 Taman Mulia Jaya",8,55
"2014",8,"Selangor","Gombak","Bandar Tasik Puteri Fasa 7 (Zon 1)",8,54
"2014",8,"Selangor","Petaling","Pju 9 Sd 8",24,53
"2014",8,"N. Sembilan","Seremban","Park Avenue",14,53
"2014",8,"Selangor","Hulu Langat","Jalan St 12-20 Taman Sri Tanjung",16,53
"2014",8,"Selangor","Hulu Langat","Kampung Sungai Tangkas",12,52
"2014",8,"Selangor","Petaling","Pjs 2C Flat Taman Medan Cahaya",13,51
"2014",8,"Selangor","Petaling","Taman Kinrara 4 ( Teres )",12,51
"2014",8,"Selangor","Hulu Langat","Kolej Kemahiran Mara Beranang",15,51
"2014",8,"Selangor","Hulu Langat","Jalan Jasmin 16-22 Taman Jasmin",11,51
"2014",8,"Selangor","Hulu Langat","Blok L20-L33A Pandan Jaya",12,50
"2014",8,"Selangor","Gombak","Apartment Palma Bch",8,48
"2014",8,"Selangor","Hulu Langat","Lorong Aman Taman Kajang Utama",14,47
"2014",8,"Selangor","Petaling","Seksyen U5 (Apartment Mutiara Subang)",12,45
"2014",8,"Selangor","Petaling","Ss 12/1",15,46
"2014",8,"Selangor","Hulu Langat","Jalan 10-13 Kampung Baru Ampang",5,46
"2014",8,"Selangor","Klang","T.S(Jalan Dato Dagang 35-37)",8,45
"2014",8,"Selangor","Petaling","Taman Kinrara 3",8,45
"2014",8,"N. Sembilan","Seremban","Taman Desa Anggerik",8,43
"2014",8,"N. Sembilan","Seremban","Garden Homes",16,43
"2014",8,"N. Sembilan","Seremban","Apartment Kolej Lagenda",30,43
"2014",8,"Selangor","Petaling","Pju 6 Kondo Pelangi Damansara",6,42
"2014",8,"Selangor","Hulu Langat","Jalan 4/12 Seksyen 4 Bandar Baru Bangi",16,42
"2014",8,"Selangor","Hulu Langat","Seksyen 1 Bandar Tasik Kesuma",7,42
"2014",8,"Selangor","Hulu Langat","Jalan Puncak Saujana 2 Taman Puncak Saujana",16,40
"2014",8,"Selangor","Petaling","Bandar Puteri 7
( Pangsapuri Sri Begonia)",7,40
"2014",8,"N. Sembilan","Seremban","Taman Cengal Utama",10,39
"2014",8,"N. Sembilan","Seremban","Garden City Homes",10,39
"2014",8,"N. Sembilan","Seremban","Taman Sri Pulai 3",17,39
"2014",8,"Selangor","Petaling","Pjs 9 ( Teres 9/2 - Pjs 9/30 )",7,38
"2014",8,"Selangor","Petaling","Usj 1 Teres (Jalan 1/20-1/28)",5,38
"2014",8,"N. Sembilan","Seremban","Taman Desa Cempaka 3 (Zon C)",11,38
"2014",8,"Selangor","Hulu Langat","Jalan Tps 2 Taman Pelangi Semenyih",8,38
"2014",8,"Selangor","Gombak","Bandar Tasik Puteri Gv 3 (Zonn 3)",6,37
"2014",8,"Selangor","Hulu Langat","Apartment Bayu Suria Taman Impian Ehsan",6,37
"2014",8,"Selangor","Hulu Langat","Apartment Taman Prima Cempaka",7,37
"2014",8,"N. Sembilan","Seremban","S2 Height",5,36
"2014",8,"Selangor","Hulu Langat","Blok L15-L19 Pandan Jaya",14,36
"2014",8,"Selangor","Hulu Langat","Jalan Bunga Melur Taman Suria Jaya",4,36
"2014",8,"Selangor","Klang","T.S.A (Lengkungan Seri Sedeli)",6,35
"2014",8,"Selangor","Petaling","Taman Kinrara 5 ( Teres Taman Mawar )",9,34
"2014",8,"N. Sembilan","Seremban","Green Street Homes",15,34
"2014",8,"Selangor","Hulu Langat","Kuis",6,34
"2014",8,"Selangor","Hulu Langat","Jalan 1/5-1/8 Seksyen 1 Bandar Baru Bangi",9,34
"2014",8,"N. Sembilan","Seremban","Taman Coral Height",12,33
"2014",8,"Selangor","Klang","Pangsapuri Pelangi Court",5,33
"2014",8,"Selangor","Petaling","Bandar Bukit Puchong Bbp2",6,32
"2014",8,"Selangor","Hulu Langat","Taman Hiew Piow",6,32
"2014",8,"Selangor","Klang","Sek 25 (Blok 3 Apartment Andorra)",4,32
"2014",8,"Selangor","Petaling","Seksyen 19 Teres E
( Jalan 19/32 - 19/38B )",7,32
"2014",8,"Selangor","Petaling","Pju 1A Pprt A (Blok A,B,C)",4,31
"2014",8,"N. Sembilan","Seremban","Taman Kemuning",9,31
"2014",8,"Selangor","Gombak","Kg Melayu Sri Kundang (D)",4,31
"2014",8,"Selangor","Hulu Langat","Jalan Bm 5 Bandar Bukit Mahkota",7,31
"2014",8,"Selangor","Hulu Langat","Jalan Jasmin 10-15 Taman Jasmin",6,31
"2014",9,"Selangor","Petaling","Pjs 8 Mentari Court  1        (Blok A, B, C,D)",180,258
"2014",9,"Selangor","Petaling","Seksyen 7 Shah Alam Flat A (Blok 1-Blok 12 & Blok 38 - Blok 43)",217,237
"2014",9,"Selangor","Petaling","Seksyen 7 Shah Alam  Flat B (Blok 13 - Blok  37)",135,216
"2014",9,"Selangor","Petaling","Pjs 9 Lagoon Perdana",95,158
"2014",9,"Selangor","Petaling","Seksyen 7E B Pusat  Komersial (Jalan Aa7/Aa & Ac7/Ac & Jalan U7/U - Z7/Z)",61,156
"2014",9,"Selangor","Petaling","Seksyen 27 Apartment Ixora",84,152
"2014",9,"Selangor","Petaling","Seksyen U5 Pangsapuri Subang Suria",43,151
"2014",9,"Selangor","Hulu Langat","Jalan Tps 3 Taman  Pelangi Semenyih",120,149
"2014",9,"Selangor","Petaling","Seksyen 7 Shah Alam Teres B Zon C (Jalan 7/31 - 7/35)",167,149
"2014",9,"Selangor","Petaling","Seksyen 8 Teres B2 (Jln 8/14 - Jln 8/28)",79,143
"2014",9,"Selangor","Hulu Langat","Apartment Sri Tanjung Seksyen 7 Bandar Baru Bangi",18,138
"2014",9,"Selangor","Petaling","Pju 5 Seksyen  6",100,137
"2014",9,"Selangor","Hulu Langat","Taman Taming Impian",45,134
"2014",9,"Selangor","Petaling","Pjs 5 Flat Desa Ria",61,131
"2014",9,"Selangor","Petaling","Bandar Bukit Puchong Vista Prima",43,131
"2014",9,"Selangor","Petaling","Seksyen 7 Pangsapuri Kristal",39,111
"2014",9,"Selangor","Petaling","Seksyen 16 Kuarters Suk",34,110
"2014",9,"Selangor","Hulu Langat","Jalan 3/13-22 Seksyen 3 Bandar Baru Bangi",97,99
"2014",9,"Selangor","Petaling","Pju 8 Apartment Flora Damansara 2 (Blok C, D, E, F)",23,98
"2014",9,"Selangor","Petaling","Seksyen  7 Pangsapuri Baiduri",20,96
"2014",9,"Selangor","Hulu Langat","Jalan 7/5 Seksyen 7 Bandar Baru Bangi",30,94
"2014",9,"Selangor","Hulu Langat","Seksyen 1 Bandar Rinching",36,91
"2014",9,"Selangor","Hulu Langat","Jalan Tkp 1-14 Taman Kantan Permai",26,90
"2014",9,"Selangor","Petaling","Taman Kinrara 3                       ( Vista Lavender )",58,89
"2014",9,"Selangor","Hulu Langat","Seksyen 2 Bandar Rinching",33,85
"2014",9,"Selangor","Gombak","Selayang Baru  8",23,83
"2014",9,"Selangor","Petaling","Seksyen 11 (Teres A)",21,83
"2014",9,"Selangor","Petaling","Ss 3",27,83
"2014",9,"Selangor","Hulu Langat","Taman Semenyeh Indah",15,81
"2014",9,"Selangor","Petaling","Ss 22",23,81
"2014",9,"Selangor","Petaling","Ss 9A 1 (Jln 9A/3,5,6,7,8,9,10,11,12,17,20 )",37,81
"2014",9,"Selangor","Hulu Langat","Apartment Sri Anggerik Seksyen 7 Bandar Baru Bangi",29,76
"2014",9,"Selangor","Petaling","Taman  Puchong Indah 3",16,76
"2014",9,"Selangor","Hulu Langat","Apartment Taman Impian Indah",18,74
"2014",9,"Selangor","Hulu Langat","Taman Kajang Baru",25,74
"2014",9,"Selangor","Gombak","Bandar Tasik Puteri Gv 1    (Zon 1)",45,71
"2014",9,"Selangor","Petaling","Taman  Serdang  Perdanaa     ( South City Condo )",19,69
"2014",9,"N. Sembilan","Seremban","Taman Seremban Jaya Fasa  5",19,69
"2014",9,"Selangor","Hulu Langat","Apartment  16C Seksyen 16 Bandar Baru Bangi",17,66
"2014",9,"Selangor","Petaling","Seksyen 24 Flat  B",11,62
"2014",9,"Selangor","Hulu Langat","Jalan St 12-20 Taman  Sri Tanjung",16,60
"2014",9,"Selangor","Petaling","Pju 9 Sd 8",25,60
"2014",9,"N. Sembilan","Seremban","Park  Avenue",15,60
"2014",9,"Selangor","Hulu Langat","Kampung Sungai Tangkas",13,59
"2014",9,"Selangor","Hulu Langat","Kolej Kemahiran Mara Beranang",17,58
"2014",9,"Selangor","Hulu Langat","Jalan Jasmin 16-22 Taman Jasmin",11,58
"2014",9,"Selangor","Hulu Langat","Lorong Aman Taman Kajang Utama",17,54
"2014",9,"Selangor","Petaling","Seksyen U2 Teres C",10,53
"2014",9,"Selangor","Petaling","Ss 24 Taman Megah",8,53
"2014",9,"Selangor","Petaling","Bandar Kinrara Bk 6F                ( Apartment Enggang)",9,53
"2014",9,"N. Sembilan","Seremban","Taman Desa Anggerik",10,50
"2014",9,"N. Sembilan","Seremban","Garden Homes",16,50
"2014",9,"Selangor","Hulu Langat","Jalan 4/12 Seksyen 4 Bandar Baru Bangi",16,49
"2014",9,"Selangor","Hulu Langat","Jalan Puncak Saujana 2 Taman Puncak Saujana",17,47
"2014",9,"N. Sembilan","Seremban","Taman Cengal Utama",11,46
